fy,WorkSheetName,SubCode,subcode_label,source_file
2020-21,TAC11 Finance & other,SCI1190,Losses on disposal of assets held for sale,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC11 Finance & other,SCI1200,Total gains/(losses) on disposal of assets,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC11 Finance & other,SCI1201,Gains/(losses) on foreign exchange,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC11 Finance & other,SCI1205,Total other gains/(losses),2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC11 Finance & other,SCI1210,- Capital loans,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC11 Finance & other,SCI1220,- Revenue support / working capital loans,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC11 Finance & other,SCI1230,- Revolving working capital facilities,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC11 Finance & other,SCI1240,Interest on other loans,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC11 Finance & other,SCI1250,Interest on bank overdrafts,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC11 Finance & other,SCI1260,Interest on finance lease obligations,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC11 Finance & other,SCI1270,Interest on the late payment of commercial debt,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC11 Finance & other,SCI1280,- Main finance costs,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC11 Finance & other,SCI1290,- Contingent finance costs,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC11 Finance & other,SCI1300,- Main finance costs,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC11 Finance & other,SCI1310,- Contingent finance costs,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC11 Finance & other,SCI1320,Unwinding of discount on provisions,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC11 Finance & other,SCI1330,Other finance costs,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC11 Finance & other,SCI1340,Total finance expenditure,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC12 Impairment,IMP0010,Loss or damage resulting from normal operations,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC12 Impairment,IMP0015,Over specification of assets,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC12 Impairment,IMP0020,Abandonment of assets in the course of construction,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC12 Impairment,IMP0025,Unforeseen obsolescence,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC12 Impairment,IMP0030,Loss as a result of a catastrophe,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC12 Impairment,IMP0035,Other,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC12 Impairment,IMP0040,Changes in market price,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC12 Impairment,IMP0044,Impairments of charitable fund assets,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC12 Impairment,IMP0045,Total impairments and (reversals) charged to operating surplus / deficit,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC12 Impairment,IMP0050,Total net impairments charged to revaluation reserve,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC12 Impairment,IMP0055,Total impairments and (reversals),2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC13 Intangibles,INT0010,Valuation / gross cost at 1 April 2019 - brought forward,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC13 Intangibles,INT0020,Prior period adjustment,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC13 Intangibles,INT0030,Valuation / gross cost at 1 April 2019 - restated,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC13 Intangibles,INT0040,At start of period for new FTs,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC13 Intangibles,INT0050,Transfers by absorption,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC13 Intangibles,INT0060,Additions - purchased / internally generated,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC13 Intangibles,INT0070,Additions - leased,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC13 Intangibles,INT0080,Additions - donations of physical assets (non-cash),2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC13 Intangibles,INT0090,Additions - assets purchased from cash donations/grants,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC13 Intangibles,INT0095,Transfer of donated assets (non-cash) from consolidated charitable fund to trust,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC13 Intangibles,INT0100,Impairments charged to operating expenses,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC13 Intangibles,INT0110,Impairments charged to the revaluation reserve,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC13 Intangibles,INT0120,Reversal of impairments credited to operating expenses,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC13 Intangibles,INT0130,Reversal of impairments credited to the revaluation reserve,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC13 Intangibles,INT0140,Revaluations,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC13 Intangibles,INT0145,Remeasurements - retranslation gains / (losses) on foreign operations,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC13 Intangibles,INT0150,Reclassifications,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC13 Intangibles,INT0160,Transfers to/from assets held for sale and assets in disposal groups,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC13 Intangibles,INT0170,Disposals/derecognition,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC13 Intangibles,INT0180,Transfer to FT upon authorisation,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC13 Intangibles,INT0190,Valuation/gross cost at 31 March 2020,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC13 Intangibles,INT0200,Accumulated amortisation at 1 April 2019 - brought forward,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC13 Intangibles,INT0210,Prior period adjustment,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC13 Intangibles,INT0220,Accumulated amortisation at 1 April 2019 - restated,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC13 Intangibles,INT0230,At start of period for new FTs,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC13 Intangibles,INT0240,Transfers by absorption,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC13 Intangibles,INT0250,Provided during the year,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC13 Intangibles,INT0255,Transfer of donated assets (non-cash) from consolidated charitable fund to trust,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC13 Intangibles,INT0260,Impairments charged to operating expenses,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC13 Intangibles,INT0270,Impairments charged to the revaluation reserve,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC13 Intangibles,INT0280,Reversal of impairments credited to operating expenses,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC13 Intangibles,INT0290,Reversal of impairments credited to the revaluation reserve,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC13 Intangibles,INT0300,Revaluations,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC13 Intangibles,INT0305,Remeasurements - retranslation gains / (losses) on foreign operations,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC13 Intangibles,INT0310,Reclassifications,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC13 Intangibles,INT0320,Transfers to/from assets held for sale and assets in disposal groups,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC13 Intangibles,INT0330,Disposals/derecognition,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC13 Intangibles,INT0340,Transfer to FT upon authorisation,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC13 Intangibles,INT0350,Accumulated amortisation at 31 March 2020,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC13 Intangibles,INT0360,Net book value at 31 March 2020,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC14 PPE,PPE0010,Valuation / gross cost at 1 April 2019 - brought forward,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC14 PPE,PPE0020,Prior period adjustment,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC14 PPE,PPE0030,Valuation / gross cost at 1 April 2019 - restated,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC14 PPE,PPE0040,At start of period for new FTs,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC14 PPE,PPE0050,Transfers by absorption,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC14 PPE,PPE0060,Additions - purchased  (including capital lifecycle additions),2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC14 PPE,PPE0070,Additions - leased / IFRIC 12 scheme assets (excluding lifecycle),2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC14 PPE,PPE0080,Additions - donations of physical assets (non-cash),2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC14 PPE,PPE0085,Additions - equipment donated from DHSC for COVID response (non-cash),2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC14 PPE,PPE0086,Additions - equipment donated from NHSE for COVID response (non-cash),2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC14 PPE,PPE0090,Additions - assets purchased from cash donations/grants,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC14 PPE,PPE0095,Transfer of donated assets (non-cash) from consolidated charitable fund to trust,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC14 PPE,PPE0100,Impairments charged to operating expenses,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC14 PPE,PPE0110,Impairments charged to the revaluation reserve,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC14 PPE,PPE0120,Reversal of impairments credited to operating expenses,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC14 PPE,PPE0130,Reversal of impairments credited to the revaluation reserve,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC14 PPE,PPE0140,Revaluations,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC14 PPE,PPE0145,Remeasurements - retranslation gains / (losses) on foreign operations,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC14 PPE,PPE0150,Reclassifications,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC14 PPE,PPE0160,Transfers to/from assets held for sale and assets in disposal groups,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC14 PPE,PPE0170,Disposals/derecognition,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC14 PPE,PPE0180,Transfer to FT upon authorisation,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC14 PPE,PPE0190,Valuation/gross cost at 31 March 2020,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC14 PPE,PPE0200,Accumulated depreciation at 1 April 2019 - brought forward,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC14 PPE,PPE0210,Prior period adjustment,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC14 PPE,PPE0220,Accumulated depreciation at 1 April 2019 - restated,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC14 PPE,PPE0230,At start of period for new FTs,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC14 PPE,PPE0240,Transfers by absorption,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC14 PPE,PPE0250,Provided during the year,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC14 PPE,PPE0255,Transfer of donated assets (non-cash) from consolidated charitable fund to trust,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC14 PPE,PPE0260,Impairments charged to operating expenses,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC14 PPE,PPE0270,Impairments charged to the revaluation reserve,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC14 PPE,PPE0280,Reversal of impairments credited to operating expenses,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC14 PPE,PPE0290,Reversal of impairments credited to the revaluation reserve,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC14 PPE,PPE0300,Revaluations,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC14 PPE,PPE0305,Remeasurements - retranslation gains / (losses) on foreign operations,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC14 PPE,PPE0310,Reclassifications,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC14 PPE,PPE0320,Transfers to/from assets held for sale and assets in disposal groups,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC14 PPE,PPE0330,Disposals/derecognition,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC14 PPE,PPE0340,Transfer to FT upon authorisation,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC14 PPE,PPE0350,Accumulated depreciation at 31 March 2020,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC14 PPE,PPE0360,Owned - purchased,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC14 PPE,PPE0370,Finance leased,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC14 PPE,PPE0380,On-SoFP PFI contracts and other service concession arrangements,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC14 PPE,PPE0390,Off-SoFP PFI residual interests,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC14 PPE,PPE0410,Owned - donated / granted,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC14 PPE,PPE0415,Owned - equipment donated from DHSC and NHSE for COVID response,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC14 PPE,PPE0420,NBV total at 31 March 2020,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC15 Investments & groups,IGR0010,Carrying value at 1 April,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC15 Investments & groups,IGR0020,Prior period adjustments,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC15 Investments & groups,IGR0030,Carrying value at 1 April  - restated,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC15 Investments & groups,IGR0040,At start of period for new FTs,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC15 Investments & groups,IGR0050,Transfers by absorption,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC15 Investments & groups,IGR0060,Additions,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC15 Investments & groups,IGR0080,Fair value gains [taken to I&E],2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC15 Investments & groups,IGR0090,Fair value losses (impairment) [taken to I&E],2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC15 Investments & groups,IGR0100,Reclassifications to/from PPE,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC15 Investments & groups,IGR0110,Transfers to/from assets held for sale and assets in disposal groups,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC15 Investments & groups,IGR0120,Disposals,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC15 Investments & groups,IGR0130,Transfer to FT upon authorisation,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC15 Investments & groups,IGR0140,Carrying value at 31 March,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC15 Investments & groups,IGR0190,Carrying value at 1 April,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC15 Investments & groups,IGR0200,Prior period adjustments,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC15 Investments & groups,IGR0210,Carrying value at 1 April  - restated,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC15 Investments & groups,IGR0220,At start of period for new FTs,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC15 Investments & groups,IGR0230,Transfers by absorption,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC15 Investments & groups,IGR0240,Additions,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC15 Investments & groups,IGR0250,Share of profit/(loss),2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC15 Investments & groups,IGR0260,Impairments,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC15 Investments & groups,IGR0270,Reversal of impairment,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC15 Investments & groups,IGR0280,Transfers to/from assets held for sale and assets in disposal groups,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC15 Investments & groups,IGR0290,Disbursements / dividends received,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC15 Investments & groups,IGR0300,Disposals,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC15 Investments & groups,IGR0310,Share of Other Comprehensive Income recognised by joint ventures/associates,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC15 Investments & groups,IGR0320,Other equity movements (translation gains/losses) [unlocked on request],2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC15 Investments & groups,IGR0330,Transfer to FT upon authorisation,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC15 Investments & groups,IGR0340,Carrying value at 31 March,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC15 Investments & groups,IGR0350,Carrying value at 1 April,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC15 Investments & groups,IGR0360,Prior period adjustments,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC15 Investments & groups,IGR0370,Carrying value at 1 April  - restated,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC15 Investments & groups,IGR0380,At start of period for new FTs,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC15 Investments & groups,IGR0390,Transfers by absorption,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC15 Investments & groups,IGR0400,Additions,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC15 Investments & groups,IGR0410,Fair value gains [taken to I&E] (for assets held at FV through I&E),2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC15 Investments & groups,IGR0420,Fair value losses [taken to I&E] (for assets held at FV through I&E),2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC15 Investments & groups,IGR0430,Fair value movements [taken to OCI] (for financial assets mandated as FV through OCI),2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC15 Investments & groups,IGR0435,Fair value movements [taken to OCI] (for equity instruments designated as FV through OCI),2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC15 Investments & groups,IGR0439,(Increase)/decrease in credit loss allowance (stages 1 and 2),2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC15 Investments & groups,IGR0440,Net impairments on credit impaired financial assets (stage 3 credit losses),2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC15 Investments & groups,IGR0460,Transfers to/from assets held for sale and assets in disposal groups,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC15 Investments & groups,IGR0470,Amortisation at the effective interest rate (assets held at amortised cost only where applicable),2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC15 Investments & groups,IGR0475,Current portion of loans receivable transferred to current financial assets,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC15 Investments & groups,IGR0480,Disposals,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC15 Investments & groups,IGR0490,Transfer to FT upon authorisation,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC15 Investments & groups,IGR0500,Carrying value at 31 March,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC15 Investments & groups,IGR0505,Loans receivable within 12 months transferred from non-current financial assets,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC15 Investments & groups,IGR0510,NLF deposits (where not considered to be cash equivalents),2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC15 Investments & groups,IGR0515,Other current financial assets,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC15 Investments & groups,IGR0520,Total current investments / financial assets at 31 March,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC16 AHFS,AHS0010,NBV of non-current assets for sale and assets in disposal groups at 1 April 2019,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC16 AHFS,AHS0020,Prior period adjustment,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC16 AHFS,AHS0030,NBV of non-current assets for sale and assets in disposal groups at 1 April 2019 - restated,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC16 AHFS,AHS0040,At start of period for new FTs,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC16 AHFS,AHS0050,Transfers by absorption,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC16 AHFS,AHS0060,Plus assets classified as available for sale in the year,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC16 AHFS,AHS0070,Less assets sold in year,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC16 AHFS,AHS0080,Less impairment of assets held for sale,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC16 AHFS,AHS0090,Plus reversal of impairment of assets held for sale,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC16 AHFS,AHS0100,"Less assets no longer classified as held for sale, for reasons other than disposal by sale",2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC16 AHFS,AHS0110,Transfer to FT upon authorisation,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC16 AHFS,AHS0120,NBV of non-current assets for sale and assets in disposal groups at 31 March 2020,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC17 Inventories,INV0010,Carrying value  at 1 April 2019,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC17 Inventories,INV0020,Prior period adjustment,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC17 Inventories,INV0030,Carrying value  at 1 April 2019 - restated,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC17 Inventories,INV0040,At start of period for new FTs,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC17 Inventories,INV0050,Transfers by absorption,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC17 Inventories,INV0060,Additions,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC17 Inventories,INV0061,Additions (donated) - from DHSC,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC17 Inventories,INV0062,Additions (donated) - from NHS provider (purchased by DHSC),2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC17 Inventories,INV0063,Additions (donated) - from NHS provider (purchased by provider) (unlocked on request),2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC17 Inventories,INV0070,Inventories consumed (recognised in expenses),2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC17 Inventories,INV0080,Write-down of inventories recognised as an expense,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC17 Inventories,INV0090,Reversal of any write down of inventories,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC17 Inventories,INV0100,Transfer (to) / from inventory work in progress,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC17 Inventories,INV0115,Movement in charitable fund inventories,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC17 Inventories,INV0120,Transfer to FT upon authorisation,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC17 Inventories,INV0130,Carrying value at 31 March 2020,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC17 Inventories,INV0140,Held at lower of cost and NRV,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC17 Inventories,INV0150,Held at fair value less costs to sell,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC18 Receivables,REC0001,Contract receivables (IFRS 15): invoiced,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC18 Receivables,REC0002,Contract receivables (IFRS 15): not yet invoiced / non-invoiced,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC18 Receivables,REC0005,Contract assets (IFRS 15),2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC18 Receivables,REC0020,Capital receivables (including accrued capital related income),2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC18 Receivables,REC0039,Allowance for impaired contract receivables / assets,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC18 Receivables,REC0040,Allowance for impaired other receivables,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC18 Receivables,REC0050,Deposits and advances,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC18 Receivables,REC0060,Prepayments (revenue) [non-PFI],2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC18 Receivables,REC0070,Prepayments (capital) [non-PFI],2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC18 Receivables,REC0080,PFI prepayments - capital contributions,2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC18 Receivables,REC0090,PFI lifecycle prepayments (revenue),2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
2020-21,TAC18 Receivables,REC0100,PFI lifecycle prepayments (capital),2020-21-NHS-Provider-TAC-Illustrative-file.xlsx
